,Unnamed: 0,代码,名称,类型,当天日期,当天净值,近一个月涨幅,近三个月涨幅,近六个月涨幅,今年以来涨幅
8086,8086,040045,华安添鑫中短债A,债券型-中短债,2021-09-22,1.083,0.1,0.64,1.31,1.98
8133,8133,070009,嘉实超短债债券C,债券型-中短债,2021-09-22,1.0516,0.1,0.67,1.38,1.83
8188,8188,090021,大成月添利一个月滚动持有中短债A,债券型-中短债,2021-09-22,1.0148,0.02,0.17,0.44,0.73
8192,8192,091021,大成月添利一个月滚动持有中短债B,债券型-中短债,2021-09-22,1.0186,0.04,0.27,0.6,0.97
8256,8256,110050,易方达安和中短债C,债券型-中短债,2021-09-22,1.0186,0.09,0.48,0.96,1.48
8257,8257,110051,易方达安和中短债A,债券型-中短债,2021-09-22,1.0215,0.12,0.57,1.13,1.75
8258,8258,110052,易方达安源中短债债券C,债券型-中短债,2021-09-22,1.0726,0.17,0.96,1.99,2.72
8259,8259,110053,易方达安源中短债债券A,债券型-中短债,2021-09-22,1.0798,0.2,1.04,2.15,2.94
8718,8718,167504,安信中短利率债(LOF)A,债券型-中短债,2021-09-22,1.1147,0.09,1.25,14.58,15.09
8719,8719,167505,安信中短利率债(LOF)C,债券型-中短债,2021-09-22,1.0192,0.09,1.25,2.31,2.74
8805,8805,202305,南方旺元60天滚动持有中短债A,债券型-中短债,2021-09-22,1.0262,0.35,0.97,1.77,2.47
8806,8806,202306,南方理财60天债券B,债券型-中短债,2021-08-23,1.0249,0.33,0.92,1.93,2.32
8868,8868,217025,招商理财7天债券A,债券型-中短债,2021-09-22,1.0265,0.11,0.49,0.95,1.36
9154,9154,470014,汇添富理财14天债券A,债券型-中短债,2021-09-23,1.0235,0.08,0.26,0.47,0.72
9161,9161,470060,汇添富理财60天债券A,债券型-中短债,2021-09-23,1.0519,0.19,0.55,0.79,1.2
9168,9168,471014,汇添富理财14天债券B,债券型-中短债,2021-09-23,1.0464,0.1,0.33,0.61,0.93
9169,9169,471060,汇添富理财60天债券B,债券型-中短债,2020-08-11,1.0351,0.16,0.15,1.04,1.42
9187,9187,485018,工银7天理财债券B,债券型-中短债,2021-09-22,1.0393,0.16,0.59,1.17,1.7
9189,9189,485020,工银14天理财债券发起B,债券型-中短债,2021-09-22,1.0355,0.13,0.57,1.23,1.78
9190,9190,485022,工银尊益中短债F,债券型-中短债,2021-03-18,1.0194,1.94,1.94,1.94,0.16
9195,9195,485118,工银7天理财债券A,债券型-中短债,2021-09-22,1.0382,0.14,0.5,1.07,1.6
9197,9197,485120,工银14天理财债券发起A,债券型-中短债,2021-09-22,1.0312,0.1,0.5,1.08,1.57
9198,9198,485122,工银尊益中短债C,债券型-中短债,2021-09-22,1.0557,-0.08,1.86,3.12,3.95
9440,9440,519199,万家家享中短债A,债券型-中短债,2021-09-22,1.0514,0.16,0.77,1.53,2.28
9658,9658,530028,建信短债债券C,债券型-中短债,2021-09-22,1.0538,0.31,1.34,2.44,3.11
9659,9659,530030,建信周盈安心理财债券A,债券型-中短债,2021-09-22,1.0117,0.08,0.3,0.77,1.12
9665,9665,531028,建信短债债券A,债券型-中短债,2021-09-22,1.0558,0.33,1.36,2.5,3.21
9666,9666,531030,建信周盈安心理财债券B,债券型-中短债,2021-09-22,1.014,0.11,0.37,0.92,1.35
9674,9674,540005,汇丰晋信平稳增利中短债A,债券型-中短债,2021-09-22,1.1291,0.05,0.83,1.83,2.43
9682,9682,541005,汇丰晋信平稳增利中短债C,债券型-中短债,2021-09-22,1.1292,0.03,0.77,1.69,2.22
